temp,pres,hum,mag_x,mag_y,mag_z,acc_x,acc_y,acc_z,pitch,roll,yaw,datetime


29.0,0,63.8,15.39,-99.84,93.61,-0.24,-0.328,0.917,13.29,341.2,56.45,2022-11-09 19:22:26.540257
29.0,1014.0,54.9,31.41,-294.52,276.65,-0.241,-0.346,0.913,12.33,339.89,56.4,2022-11-09 19:22:27.629396
29.0,1014.0,57.0,20.88,-393.92,370.77,-0.238,-0.322,0.926,12.35,340.7,57.21,2022-11-09 19:22:28.715908
29.0,1014.0,55.2,15.55,-444.82,418.96,-0.241,-0.34,0.916,10.63,340.57,53.47,2022-11-09 19:22:29.800886
29.0,1014.0,55.4,12.93,-470.88,443.63,-0.244,-0.326,0.92,10.78,341.52,54.45,2022-11-09 19:22:30.844679
29.0,1014.0,55.7,11.73,-484.23,456.26,-0.242,-0.325,0.921,10.75,342.36,55.55,2022-11-09 19:22:31.939045
29.0,1014.0,53.8,11.04,-491.06,462.73,-0.243,-0.327,0.92,10.76,342.78,56.32,2022-11-09 19:22:33.023971
29.0,1014.0,55.6,10.77,-494.56,466.04,-0.243,-0.325,0.919,10.75,343.08,56.95,2022-11-09 19:22:34.109315
29.0,1014.0,55.6,10.45,-496.35,467.74,-0.239,-0.324,0.916,10.64,343.27,57.7,2022-11-09 19:22:35.193902
29.0,1014.0,55.5,10.46,-497.27,468.6,-0.271,-0.319,0.904,10.71,342.93,58.87,2022-11-09 19:22:36.283074
29.0,1014.0,55.8,10.62,-497.74,469.04,-0.244,-0.327,0.921,10.69,343.16,59.44,2022-11-09 19:22:37.372400
29.0,1014.0,55.8,10.39,-497.97,469.28,-0.246,-0.321,0.923,11.84,342.95,63.55,2022-11-09 19:22:38.462019
29.0,1014.0,55.5,10.27,-498.1,469.4,-0.208,-0.365,0.938,11.98,343.41,64.2,2022-11-09 19:22:39.551215
29.0,1014.0,55.8,9.96,-498.16,469.46,-0.205,-0.461,0.92,12.14,343.21,64.07,2022-11-09 19:22:40.643663
29.0,1014.0,55.3,1.44,-498.06,469.68,-0.186,-0.26,0.96,11.67,338.89,88.16,2022-11-09 19:22:41.729266
29.0,1014.0,55.6,-15.08,-497.84,470.06,-0.317,-0.282,0.923,17.42,338.72,84.27,2022-11-09 19:22:42.823192
29.0,1014.0,55.5,-26.04,-497.69,470.31,-0.245,-0.309,0.924,16.98,339.16,83.44,2022-11-09 19:22:43.909036
29.0,1014.0,55.7,-35.5,-497.56,470.52,-0.247,-0.308,0.927,16.51,339.38,82.55,2022-11-09 19:22:44.994978
29.0,1014.0,55.4,-34.13,-497.58,470.49,-0.246,-0.309,0.927,16.2,339.72,81.82,2022-11-09 19:22:46.080100
29.0,1014.0,55.3,-33.17,-497.6,470.47,-0.246,-0.37,0.925,15.92,339.71,80.9,2022-11-09 19:22:47.165660
29.0,1014.0,53.9,-32.54,-497.61,470.46,-0.248,-0.309,0.92,15.63,340.08,80.38,2022-11-09 19:22:48.252749
29.0,1014.0,55.1,-32.41,-497.61,470.46,-0.246,-0.308,0.922,15.3,340.36,79.88,2022-11-09 19:22:49.342719
29.0,1014.0,55.1,-32.16,-497.61,470.45,-0.248,-0.307,0.927,14.94,340.66,79.18,2022-11-09 19:22:50.431825
29.0,1014.0,55.1,-32.03,-497.61,470.45,-0.309,-0.29,0.935,15.36,337.88,81.67,2022-11-09 19:22:51.522168
29.0,1014.0,55.3,-31.72,-497.62,470.44,-0.189,-0.484,0.919,15.27,301.8,77.13,2022-11-09 19:22:52.611768
29.0,1014.0,55.3,-32.0,-497.61,470.45,-0.234,-0.345,0.915,13.48,301.91,76.58,2022-11-09 19:22:53.700895
29.0,1014.0,55.2,-32.35,-497.61,470.46,-0.254,-0.3,0.93,13.34,304.58,76.37,2022-11-09 19:22:54.799371
29.0,1014.0,55.4,-32.34,-497.61,470.46,-0.261,-0.354,0.908,14.64,308.61,77.43,2022-11-09 19:22:55.891080
29.0,1014.0,55.0,-31.86,-497.62,470.44,-0.238,0.558,0.848,10.04,340.02,79.39,2022-11-09 19:22:56.982495
29.0,1014.0,54.9,-30.99,-497.63,470.43,-0.28,0.454,0.882,25.19,336.91,91.24,2022-11-09 19:22:58.067920
29.0,1014.0,54.9,-30.26,-497.64,470.41,-0.227,0.545,0.853,17.65,352.56,88.21,2022-11-09 19:22:59.153098
29.0,1014.0,55.0,-28.08,-497.67,470.36,-0.171,0.657,0.793,26.16,354.01,96.24,2022-11-09 19:23:00.242209
29.0,1014.0,55.1,-23.92,-497.73,470.27,-0.174,0.539,0.827,15.85,345.27,81.48,2022-11-09 19:23:01.329561
29.0,1014.0,54.9,-18.93,-497.8,470.16,-0.25,0.61,0.78,356.94,0.33,67.59,2022-11-09 19:23:02.416310
29.0,1014.0,54.6,-15.04,-497.86,470.07,-0.197,0.537,0.793,11.02,2.07,86.92,2022-11-09 19:23:03.500691
29.0,1014.0,54.8,-13.16,-497.89,470.03,-0.171,0.643,0.781,3.66,4.35,77.3,2022-11-09 19:23:04.585344
29.0,1014.0,54.8,-12.32,-497.9,470.01,-0.212,0.63,0.791,6.98,6.66,81.33,2022-11-09 19:23:05.671382
29.0,1014.0,54.8,-11.61,-497.91,470.0,-0.176,0.611,0.807,0.87,12.14,71.69,2022-11-09 19:23:06.758715
29.0,1014.0,54.7,-10.68,-497.92,469.98,-0.162,0.585,0.795,356.74,17.82,63.32,2022-11-09 19:23:07.843985
29.0,1014.0,54.6,-10.12,-497.93,469.97,-0.129,0.601,0.781,3.39,13.61,76.4,2022-11-09 19:23:08.933330
29.0,1014.0,54.0,-9.73,-497.94,469.96,-0.17,0.59,0.809,359.4,15.04,65.59,2022-11-09 19:23:10.021444
29.0,1014.0,54.4,-9.45,-497.94,469.95,-0.24,0.595,0.785,1.02,12.85,64.65,2022-11-09 19:23:11.106142
29.0,1014.0,54.5,-5.81,-497.99,469.87,-0.25,0.502,0.86,355.55,5.61,45.22,2022-11-09 19:23:12.194654
29.0,1014.0,54.3,1.21,-498.09,469.72,-0.336,0.177,0.985,0.95,341.24,43.03,2022-11-09 19:23:13.284407
29.0,1014.0,54.3,7.37,-498.18,469.58,-0.312,-0.241,0.926,2.59,340.97,44.42,2022-11-09 19:23:14.374191
29.0,1014.0,54.2,11.93,-498.25,469.48,-0.312,-0.236,0.926,4.09,340.92,45.79,2022-11-09 19:23:15.463968
29.0,1014.0,54.5,14.21,-498.28,469.43,-0.378,-0.237,0.924,5.44,341.13,47.05,2022-11-09 19:23:16.553712
29.0,1014.0,54.4,15.41,-498.3,469.4,-0.313,-0.24,0.925,6.7,341.34,48.24,2022-11-09 19:23:17.643556
30.0,1014.0,54.6,16.14,-498.31,469.39,-0.315,-0.241,0.926,7.85,341.59,49.24,2022-11-09 19:23:18.733517
30.0,1014.0,54.3,16.46,-498.32,469.38,-0.313,-0.242,0.929,8.76,341.59,50.45,2022-11-09 19:23:19.823313
29.0,1014.0,54.1,16.51,-498.32,469.38,-0.313,-0.242,0.932,9.85,341.69,51.42,2022-11-09 19:23:20.913314
29.0,1014.0,54.1,16.4,-498.31,469.38,-0.314,-0.241,0.927,10.62,341.89,52.38,2022-11-09 19:23:21.956985
30.0,1014.0,54.2,16.44,-498.32,469.38,-0.253,-0.242,0.925,11.47,342.13,53.26,2022-11-09 19:23:23.042607
30.0,1014.0,53.8,16.7,-498.32,469.38,-0.316,-0.242,0.922,12.25,342.39,54.08,2022-11-09 19:23:24.130065
30.0,1014.0,54.2,16.67,-498.32,469.38,-0.317,-0.242,0.921,12.91,342.67,54.87,2022-11-09 19:23:25.214622
30.0,1014.0,54.1,16.69,-498.32,469.38,-0.314,-0.243,0.921,13.57,342.97,55.39,2022-11-09 19:23:26.301057
30.0,1014.0,54.0,16.66,-498.32,469.38,-0.254,-0.225,0.922,13.97,344.84,56.58,2022-11-09 19:23:27.385822
30.0,1014.0,53.8,16.64,-498.32,469.38,-0.311,-0.269,0.913,16.68,343.54,60.4,2022-11-09 19:23:28.471386
30.0,1014.0,55.9,17.01,-498.32,469.37,-0.313,-0.186,0.922,12.62,344.34,62.07,2022-11-09 19:23:29.558240
30.0,1014.0,54.0,17.08,-498.32,469.37,-0.317,-0.244,0.922,13.28,344.44,62.3,2022-11-09 19:23:30.643403
30.0,1014.0,54.1,17.17,-498.33,469.37,-0.313,-0.307,0.924,13.98,344.42,62.24,2022-11-09 19:23:31.728340
30.0,1014.0,53.9,17.04,-498.32,469.37,-0.319,-0.216,0.928,14.57,344.35,62.43,2022-11-09 19:23:32.816210
30.0,1014.0,54.0,16.62,-498.32,469.38,-0.311,-0.256,0.923,15.24,343.77,62.2,2022-11-09 19:23:33.907711
30.0,1014.0,53.8,17.17,-498.33,469.37,-0.315,-0.289,0.917,16.07,341.23,60.98,2022-11-09 19:23:34.995344
30.0,1014.0,53.9,17.08,-498.32,469.37,-0.378,-0.265,0.924,16.65,340.96,60.76,2022-11-09 19:23:36.085035
30.0,1014.0,53.9,17.66,-498.33,469.36,-0.314,-0.257,0.92,16.88,340.91,60.97,2022-11-09 19:23:37.174468
30.0,1014.0,53.8,17.61,-498.33,469.36,-0.315,-0.259,0.921,17.21,341.23,61.25,2022-11-09 19:23:38.258938
30.0,1014.0,53.8,17.31,-498.33,469.36,-0.314,-0.259,0.918,17.48,341.8,61.34,2022-11-09 19:23:39.345565
30.0,1014.0,53.9,17.38,-498.33,469.36,-0.255,-0.266,0.921,17.79,341.47,61.46,2022-11-09 19:23:40.431079
30.0,1014.0,53.2,17.48,-498.33,469.36,-0.312,-0.254,0.92,17.99,342.37,61.62,2022-11-09 19:23:41.517191
30.0,1014.0,54.0,17.45,-498.33,469.36,-0.313,-0.24,0.924,18.53,342.51,61.56,2022-11-09 19:23:42.606145
30.0,1014.0,53.7,17.3,-498.33,469.36,-0.321,-0.216,0.931,19.39,344.72,62.71,2022-11-09 19:23:43.692747
30.0,1014.0,53.4,17.26,-498.33,469.36,-0.316,-0.243,0.919,19.47,346.19,62.78,2022-11-09 19:23:44.777438
30.0,1014.0,53.6,17.23,-498.33,469.36,-0.314,-0.255,0.917,19.53,346.4,62.8,2022-11-09 19:23:45.863141
30.0,1014.0,53.5,17.4,-498.33,469.36,-0.314,-0.263,0.916,19.57,346.68,62.92,2022-11-09 19:23:46.948395
30.0,1014.0,53.7,17.45,-498.33,469.36,-0.316,-0.262,0.916,20.03,346.66,63.03,2022-11-09 19:23:48.033713
30.0,1014.0,53.6,17.36,-498.33,469.36,-0.295,-0.268,0.938,17.49,351.43,71.55,2022-11-09 19:23:49.118230
30.0,1014.0,51.6,16.23,-498.31,469.39,-0.345,-0.256,0.907,20.41,354.37,73.73,2022-11-09 19:23:50.210696
30.0,1014.0,53.4,14.49,-498.29,469.42,-0.319,-0.243,0.926,20.49,354.45,73.24,2022-11-09 19:23:51.262273
30.0,1014.0,53.5,13.84,-498.28,469.44,-0.316,-0.25,0.921,20.35,353.82,72.62,2022-11-09 19:23:52.348493
30.0,1014.0,53.5,13.76,-498.28,469.44,-0.253,-0.255,0.923,20.47,353.4,72.03,2022-11-09 19:23:53.438620
30.0,1014.0,53.3,13.75,-498.28,469.44,-0.313,-0.259,0.919,20.62,352.65,71.17,2022-11-09 19:23:54.527523
30.0,1014.0,53.1,13.55,-498.27,469.45,-0.315,-0.253,0.92,20.68,352.15,70.63,2022-11-09 19:23:55.617462
30.0,1014.0,53.3,12.93,-498.26,469.46,-0.315,-0.256,0.921,20.81,351.61,70.07,2022-11-09 19:23:56.707319
30.0,1014.0,53.2,12.91,-498.26,469.46,-0.314,-0.254,0.923,20.76,351.54,69.44,2022-11-09 19:23:57.791762
30.0,1014.0,53.4,12.86,-498.26,469.46,-0.323,-0.246,0.922,20.96,350.75,68.77,2022-11-09 19:23:58.876943
30.0,1014.0,52.9,12.99,-498.27,469.46,-0.316,-0.254,0.919,20.95,350.64,68.33,2022-11-09 19:23:59.962084
30.0,1014.0,53.0,12.87,-498.26,469.46,-0.313,-0.253,0.927,20.96,350.32,68.02,2022-11-09 19:24:01.048893
30.0,1014.0,53.4,12.77,-498.26,469.46,-0.315,-0.255,0.918,21.04,350.06,67.39,2022-11-09 19:24:02.133682
30.0,1014.0,53.1,13.58,-498.27,469.44,-0.315,-0.254,0.917,21.12,349.75,66.95,2022-11-09 19:24:03.219238
30.0,1014.0,53.1,12.91,-498.26,469.46,-0.316,-0.254,0.918,21.02,349.43,66.72,2022-11-09 19:24:04.303616
30.0,1014.0,53.1,13.66,-498.27,469.44,-0.377,-0.254,0.918,21.02,349.33,66.4,2022-11-09 19:24:05.392196
30.0,1014.0,53.6,13.53,-498.27,469.45,-0.314,-0.252,0.914,21.0,349.05,66.05,2022-11-09 19:24:06.436713
30.0,1014.0,52.9,13.67,-498.27,469.44,-0.378,-0.255,0.919,20.96,348.86,65.63,2022-11-09 19:24:07.521463
30.0,1014.0,53.0,13.64,-498.27,469.44,-0.378,-0.253,0.919,20.94,348.58,65.27,2022-11-09 19:24:08.611209
30.0,1014.0,53.0,13.87,-498.28,469.44,-0.349,-0.268,0.891,15.28,351.22,104.37,2022-11-09 19:24:09.700560
30.0,1014.0,53.0,15.59,-498.3,469.4,-0.31,-0.24,0.922,15.07,351.55,101.98,2022-11-09 19:24:10.790278
30.0,1014.0,53.1,18.59,-498.35,469.33,-0.318,-0.253,0.92,15.62,351.43,99.62,2022-11-09 19:24:11.879050
30.0,1014.0,52.7,20.31,-498.37,469.3,-0.318,-0.253,0.921,16.16,351.1,97.26,2022-11-09 19:24:12.969982
30.0,1014.0,52.9,21.15,-498.38,469.28,-0.318,-0.252,0.922,16.37,350.86,95.15,2022-11-09 19:24:14.013850
30.0,1014.0,52.9,21.51,-498.39,469.27,-0.319,-0.254,0.92,16.83,350.74,93.15,2022-11-09 19:24:15.099612
30.0,1014.0,52.7,21.64,-498.39,469.27,-0.32,-0.252,0.917,17.1,350.44,91.21,2022-11-09 19:24:16.189717
30.0,1014.0,52.8,21.58,-498.39,469.27,-0.32,-0.252,0.918,17.27,350.18,89.53,2022-11-09 19:24:17.279691
30.0,1014.0,52.7,21.72,-498.39,469.27,-0.318,-0.253,0.915,17.49,350.09,87.83,2022-11-09 19:24:18.368598
30.0,1014.0,52.8,21.62,-498.39,469.27,-0.32,-0.253,0.921,17.6,350.04,86.23,2022-11-09 19:24:19.457613
30.0,1014.0,52.8,21.65,-498.39,469.27,-0.32,-0.252,0.92,17.8,349.79,84.63,2022-11-09 19:24:20.501182
30.0,1014.0,52.9,21.83,-498.39,469.26,-0.319,-0.253,0.92,17.97,349.6,83.16,2022-11-09 19:24:21.586030
30.0,1014.0,52.9,21.42,-498.39,469.27,-0.318,-0.254,0.919,18.14,349.43,81.76,2022-11-09 19:24:22.672456
30.0,1014.0,52.9,21.76,-498.39,469.26,-0.319,-0.253,0.916,18.35,349.1,80.42,2022-11-09 19:24:23.757125
30.0,1014.0,52.7,21.9,-498.39,469.26,-0.318,-0.251,0.917,18.38,348.83,79.22,2022-11-09 19:24:24.843379
30.0,1014.0,53.0,21.93,-498.39,469.26,-0.319,-0.253,0.919,18.45,348.59,78.13,2022-11-09 19:24:25.932657
30.0,1014.0,52.8,21.89,-498.39,469.26,-0.319,-0.253,0.92,18.54,348.34,77.11,2022-11-09 19:24:27.018043
30.0,1014.0,52.4,22.04,-498.4,469.26,-0.319,-0.253,0.917,18.57,348.14,76.1,2022-11-09 19:24:28.103087
30.0,1014.0,52.4,21.94,-498.39,469.26,-0.318,-0.253,0.921,18.63,347.98,75.1,2022-11-09 19:24:29.187567
30.0,1014.0,52.5,22.19,-498.4,469.26,-0.32,-0.252,0.92,18.65,347.79,74.23,2022-11-09 19:24:30.271587
30.0,1014.0,52.4,22.3,-498.4,469.25,-0.319,-0.254,0.921,18.72,347.68,73.41,2022-11-09 19:24:31.361348
30.0,1014.0,52.4,22.34,-498.4,469.25,-0.317,-0.253,0.919,18.77,347.5,72.67,2022-11-09 19:24:32.450568
30.0,1014.0,52.6,22.08,-498.4,469.26,-0.32,-0.253,0.918,18.82,347.14,71.94,2022-11-09 19:24:33.536111
30.0,1014.0,51.0,22.14,-498.4,469.26,-0.319,-0.253,0.916,18.86,347.1,71.23,2022-11-09 19:24:34.622440
30.0,1014.0,52.7,22.17,-498.4,469.26,-0.319,-0.254,0.919,18.78,346.87,70.51,2022-11-09 19:24:35.712033
30.0,1014.0,52.5,22.58,-498.4,469.25,-0.319,-0.255,0.918,18.83,346.78,69.88,2022-11-09 19:24:36.800660
30.0,1014.0,53.1,22.2,-498.4,469.26,-0.321,-0.257,0.919,18.85,346.71,69.14,2022-11-09 19:24:37.889886
30.0,1014.0,52.2,22.12,-498.4,469.26,-0.319,-0.251,0.92,18.97,346.48,68.53,2022-11-09 19:24:38.975107
30.0,1014.0,52.3,22.27,-498.4,469.25,-0.322,-0.248,0.916,19.06,346.75,68.01,2022-11-09 19:24:40.064210
30.0,1014.0,52.2,22.45,-498.4,469.25,-0.377,-0.258,0.916,18.97,346.62,67.37,2022-11-09 19:24:41.153695
30.0,1014.0,52.5,22.15,-498.4,469.26,-0.32,-0.237,0.913,15.02,348.54,68.97,2022-11-09 19:24:42.242942
30.0,1014.0,52.3,21.92,-498.39,469.26,-0.321,-0.247,0.919,15.4,348.31,68.42,2022-11-09 19:24:43.332447
30.0,1014.0,52.1,21.79,-498.39,469.26,-0.321,-0.254,0.916,15.89,348.2,67.94,2022-11-09 19:24:44.416526
30.0,1014.0,52.1,21.76,-498.39,469.26,-0.322,-0.257,0.916,16.24,347.67,67.34,2022-11-09 19:24:45.501330
30.0,1014.0,52.1,22.07,-498.4,469.26,-0.318,-0.253,0.916,16.35,347.43,66.95,2022-11-09 19:24:46.585688
30.0,1014.0,52.1,21.91,-498.39,469.26,-0.32,-0.254,0.918,16.53,347.27,66.5,2022-11-09 19:24:47.675366
30.0,1014.0,52.0,21.99,-498.4,469.26,-0.32,-0.255,0.917,16.63,347.03,66.12,2022-11-09 19:24:48.764797
30.0,1014.0,52.4,22.05,-498.4,469.26,-0.325,-0.243,0.92,16.7,346.64,66.13,2022-11-09 19:24:49.856009
30.0,1014.0,51.9,21.93,-498.39,469.26,-0.32,-0.235,0.923,17.04,347.28,66.05,2022-11-09 19:24:50.945703
30.0,1014.0,51.9,21.98,-498.4,469.26,-0.325,-0.245,0.92,20.68,345.5,64.6,2022-11-09 19:24:52.036399
30.0,1014.0,52.6,22.04,-498.4,469.26,-0.327,-0.251,0.912,20.84,346.15,64.39,2022-11-09 19:24:53.121553
30.0,1014.0,51.9,22.06,-498.4,469.26,-0.379,-0.249,0.917,20.69,345.97,63.96,2022-11-09 19:24:54.208129
30.0,1014.0,52.3,22.24,-498.4,469.25,-0.32,-0.254,0.918,20.6,345.88,63.72,2022-11-09 19:24:55.292860
30.0,1014.0,51.8,22.11,-498.4,469.26,-0.319,-0.254,0.918,20.48,345.87,63.42,2022-11-09 19:24:56.378473
30.0,1014.0,51.9,22.05,-498.4,469.26,-0.319,-0.252,0.918,20.36,345.66,63.2,2022-11-09 19:24:57.426919
30.0,1014.0,51.6,22.3,-498.4,469.25,-0.32,-0.253,0.919,20.26,345.6,62.98,2022-11-09 19:24:58.511508
30.0,1014.0,51.9,22.48,-498.4,469.25,-0.316,-0.254,0.919,20.17,345.54,62.78,2022-11-09 19:24:59.596501
31.0,1014.0,51.9,22.34,-498.4,469.25,-0.318,-0.254,0.919,20.01,345.41,62.56,2022-11-09 19:25:00.687013
30.0,1014.0,51.7,22.18,-498.4,469.26,-0.317,-0.253,0.918,19.95,345.09,62.26,2022-11-09 19:25:01.773441
30.0,1014.0,51.7,21.95,-498.39,469.26,-0.319,-0.251,0.915,20.0,344.94,62.1,2022-11-09 19:25:02.859282
30.0,1014.0,51.7,21.77,-498.39,469.26,-0.317,-0.254,0.919,19.92,344.88,61.91,2022-11-09 19:25:03.945196
31.0,1014.0,51.7,21.93,-498.39,469.26,-0.32,-0.255,0.914,19.85,344.92,61.76,2022-11-09 19:25:05.031057
31.0,1014.0,51.6,22.14,-498.4,469.26,-0.318,-0.243,0.922,19.6,345.31,61.84,2022-11-09 19:25:06.118734
30.0,1014.0,51.8,22.1,-498.4,469.26,-0.316,-0.27,0.917,20.71,345.14,65.57,2022-11-09 19:25:07.207218
31.0,1014.0,51.7,22.27,-498.4,469.25,-0.313,-0.254,0.918,21.09,344.98,64.82,2022-11-09 19:25:08.295655
30.0,1014.0,51.9,22.21,-498.4,469.25,-0.315,-0.256,0.916,20.99,345.07,64.44,2022-11-09 19:25:09.387129
31.0,1014.0,51.6,22.37,-498.4,469.25,-0.312,-0.253,0.921,20.72,345.12,64.09,2022-11-09 19:25:10.476073
31.0,1014.0,51.5,22.41,-498.4,469.25,-0.254,-0.268,0.914,20.47,344.91,64.05,2022-11-09 19:25:11.560666
31.0,1014.0,51.6,22.21,-498.4,469.25,-0.321,-0.25,0.919,20.32,344.75,63.64,2022-11-09 19:25:12.645827
31.0,1014.0,51.5,22.35,-498.4,469.25,-0.322,-0.25,0.918,20.22,344.53,63.28,2022-11-09 19:25:13.732410
31.0,1014.0,51.5,22.53,-498.4,469.25,-0.32,-0.251,0.916,20.11,344.56,62.95,2022-11-09 19:25:14.817599
31.0,1014.0,51.3,22.07,-498.4,469.26,-0.258,-0.257,0.928,20.47,344.42,62.63,2022-11-09 19:25:15.903523
31.0,1014.0,51.4,22.06,-498.4,469.26,-0.318,-0.255,0.921,20.16,344.26,62.43,2022-11-09 19:25:16.989332
31.0,1014.0,51.1,22.24,-498.4,469.25,-0.305,-0.246,0.926,19.43,345.54,62.47,2022-11-09 19:25:18.081852
31.0,1014.0,51.5,22.18,-498.4,469.26,-0.324,-0.254,0.916,19.34,345.53,62.56,2022-11-09 19:25:19.129157
31.0,1014.0,51.4,22.25,-498.4,469.25,-0.319,-0.247,0.922,19.55,345.43,62.16,2022-11-09 19:25:20.216329
31.0,1014.0,51.5,22.12,-498.4,469.26,-0.317,-0.251,0.921,19.48,345.53,62.08,2022-11-09 19:25:21.309429
31.0,1014.0,51.1,22.06,-498.4,469.26,-0.318,-0.253,0.918,19.36,345.59,62.0,2022-11-09 19:25:22.394372
31.0,1014.0,51.4,22.09,-498.4,469.26,-0.318,-0.254,0.918,19.15,345.73,61.94,2022-11-09 19:25:23.479236
31.0,1014.0,51.2,22.41,-498.4,469.25,-0.31,-0.245,0.923,14.78,347.22,63.12,2022-11-09 19:25:24.567602
31.0,1014.0,51.6,22.4,-498.4,469.25,-0.316,-0.261,0.917,15.13,346.84,62.95,2022-11-09 19:25:25.652834
31.0,1014.0,51.1,22.16,-498.4,469.26,-0.324,-0.255,0.916,15.69,346.87,62.56,2022-11-09 19:25:26.737615
31.0,1014.0,51.0,22.19,-498.4,469.26,-0.325,-0.259,0.913,16.08,346.62,62.26,2022-11-09 19:25:27.823753
31.0,1014.0,51.0,22.34,-498.4,469.25,-0.322,-0.251,0.917,16.27,346.68,62.15,2022-11-09 19:25:28.909292
31.0,1014.0,51.1,22.45,-498.4,469.25,-0.317,-0.248,0.917,16.13,346.56,62.16,2022-11-09 19:25:29.994671
31.0,1014.0,51.2,22.74,-498.41,469.24,-0.319,-0.287,0.903,16.11,345.31,75.01,2022-11-09 19:25:31.081219
31.0,1014.0,51.1,25.74,-498.45,469.18,-0.32,-0.233,0.921,12.04,346.03,75.22,2022-11-09 19:25:32.171633
31.0,1014.0,51.1,30.62,-498.52,469.07,-0.349,-0.227,0.932,14.35,347.11,74.1,2022-11-09 19:25:33.261577
31.0,1014.0,50.9,33.19,-498.56,469.01,-0.324,-0.247,0.916,14.67,347.32,73.51,2022-11-09 19:25:34.351205
31.0,1014.0,50.8,34.08,-498.57,468.99,-0.318,-0.253,0.919,15.04,346.77,72.48,2022-11-09 19:25:35.440659
31.0,1014.0,51.1,34.37,-498.57,468.99,-0.321,-0.259,0.914,15.46,346.19,71.4,2022-11-09 19:25:36.526435
31.0,1014.0,51.3,35.0,-498.58,468.97,-0.318,-0.252,0.919,15.66,345.52,70.65,2022-11-09 19:25:37.612890
31.0,1014.0,51.0,35.3,-498.59,468.97,-0.318,-0.246,0.919,15.95,344.61,70.1,2022-11-09 19:25:38.701736
31.0,1014.0,51.1,35.51,-498.59,468.96,-0.316,-0.263,0.914,16.04,341.95,68.37,2022-11-09 19:25:39.787050
31.0,1014.0,50.9,35.62,-498.59,468.96,-0.323,-0.249,0.917,16.07,342.1,67.9,2022-11-09 19:25:40.873069
31.0,1014.0,50.8,35.49,-498.59,468.96,-0.322,-0.252,0.919,16.24,342.13,67.15,2022-11-09 19:25:41.957905
31.0,1014.0,50.7,35.25,-498.59,468.97,-0.32,-0.247,0.931,17.43,342.65,66.13,2022-11-09 19:25:43.043494
31.0,1014.0,50.8,32.86,-498.55,469.02,-0.14,-0.319,1.002,12.55,344.4,325.57,2022-11-09 19:25:44.128937
31.0,1014.0,51.0,24.55,-498.43,469.2,-0.361,-0.276,0.913,14.55,341.44,3.1,2022-11-09 19:25:45.215011
31.0,1014.0,52.0,26.03,-498.45,469.17,-0.156,-0.413,0.835,18.54,329.45,87.17,2022-11-09 19:25:46.305485
31.0,1014.0,50.9,37.43,-498.62,468.92,-0.409,-0.438,0.854,8.32,345.83,329.11,2022-11-09 19:25:47.394894
31.0,1014.0,50.7,33.17,-498.56,469.01,-0.33,-0.41,0.884,8.6,340.06,341.91,2022-11-09 19:25:48.437628
31.0,1014.0,51.2,34.96,-498.58,468.97,-0.395,-0.27,0.858,24.49,329.59,99.89,2022-11-09 19:25:49.523349
31.0,1014.0,49.6,44.38,-498.72,468.77,-0.281,-0.213,0.896,15.17,341.81,345.29,2022-11-09 19:25:50.608675
31.0,1014.0,50.9,36.59,-498.61,468.94,-0.34,-0.334,0.869,16.56,350.27,301.16,2022-11-09 19:25:51.694061
31.0,1014.0,50.9,33.1,-498.56,469.02,-0.274,-0.347,1.001,6.29,332.12,65.44,2022-11-09 19:25:52.789754
31.0,1014.0,49.8,45.96,-498.74,468.73,-0.337,-0.327,0.877,7.03,332.49,64.41,2022-11-09 19:25:53.874825
31.0,1014.0,50.6,49.85,-498.8,468.65,-0.343,-0.354,0.928,5.57,344.38,19.63,2022-11-09 19:25:54.959949
31.0,1014.0,50.5,46.21,-498.75,468.73,-0.336,-0.307,0.889,6.22,343.86,21.6,2022-11-09 19:25:56.044666
31.0,1014.0,50.7,43.86,-498.71,468.78,-0.337,-0.322,0.875,6.92,343.58,23.54,2022-11-09 19:25:57.128610
31.0,1014.0,50.6,42.84,-498.7,468.8,-0.334,-0.304,0.891,7.28,342.86,25.42,2022-11-09 19:25:58.217005
31.0,1014.0,50.3,42.37,-498.69,468.81,-0.342,-0.288,0.897,8.08,343.38,26.28,2022-11-09 19:25:59.302480
31.0,1014.0,50.4,41.93,-498.68,468.82,-0.338,-0.3,0.894,8.56,342.93,27.8,2022-11-09 19:26:00.387531
31.0,1014.0,50.3,41.6,-498.68,468.83,-0.338,-0.299,0.896,9.1,342.92,29.31,2022-11-09 19:26:01.472668
31.0,1014.0,50.3,41.69,-498.68,468.83,-0.34,-0.304,0.889,8.45,342.12,26.35,2022-11-09 19:26:02.557852
31.0,1014.0,50.5,40.68,-498.67,468.85,-0.348,-0.338,0.864,9.97,338.96,48.71,2022-11-09 19:26:03.642962
31.0,1014.0,50.5,39.56,-498.65,468.87,-0.34,-0.31,0.889,10.46,339.08,49.03,2022-11-09 19:26:04.731332
31.0,1014.0,50.6,39.99,-498.66,468.86,-0.338,-0.31,0.89,10.96,339.26,49.32,2022-11-09 19:26:05.815566
31.0,1014.0,50.5,40.25,-498.66,468.86,-0.339,-0.311,0.89,11.45,339.36,49.64,2022-11-09 19:26:06.900991
