temp,pres,hum,mag_x,mag_y,mag_z,acc_x,acc_y,acc_z,pitch,roll,yaw,datetime
33.0,979.0,41.1,-182.61,-297.68,473.14,-0.418,-0.817,-0.345,32.12,260.48,257.25,2022-11-07 21:32:09.850727
33.0,979.0,41.1,-182.71,-297.79,473.14,-0.4,-0.786,-0.351,31.96,260.1,257.28,2022-11-07 21:32:10.935872
33.0,979.0,41.3,-182.6,-297.97,473.14,-0.42,-0.841,-0.332,31.77,261.0,257.57,2022-11-07 21:32:12.025208
33.0,978.0,41.4,-182.25,-297.53,473.13,-0.386,-0.796,-0.35,31.64,260.0,257.47,2022-11-07 21:32:13.114457
33.0,978.0,41.1,-182.35,-297.37,473.13,-0.404,-0.804,-0.347,31.77,260.8,257.62,2022-11-07 21:32:14.203924
33.0,978.0,41.1,-182.32,-297.5,473.13,-0.418,-0.827,-0.345,32.15,262.41,257.65,2022-11-07 21:32:15.293358
33.0,977.0,41.1,-182.45,-297.58,473.13,-0.396,-0.784,-0.314,31.83,261.11,257.71,2022-11-07 21:32:16.378896
34.0,977.0,41.1,-182.65,-297.63,473.14,-0.379,-0.799,-0.351,32.14,260.11,257.48,2022-11-07 21:32:17.463771
33.0,977.0,40.9,-182.82,-297.65,473.14,-0.406,-0.74,-0.341,31.3,259.76,257.63,2022-11-07 21:32:18.552368
33.0,977.0,41.0,-182.92,-297.18,473.14,-0.387,-0.774,-0.318,30.73,258.76,257.72,2022-11-07 21:32:19.637462
33.0,976.0,41.1,-182.95,-296.97,473.14,-0.435,-0.761,-0.334,30.52,259.03,257.83,2022-11-07 21:32:20.726796
33.0,976.0,40.9,-182.86,-297.06,473.14,-0.408,-0.772,-0.346,30.82,259.91,258.07,2022-11-07 21:32:21.817482
33.0,976.0,41.2,-182.74,-297.26,473.14,-0.396,-0.847,-0.346,31.03,261.31,258.17,2022-11-07 21:32:22.906875
33.0,975.0,41.2,-182.9,-297.28,473.14,-0.431,-0.813,-0.362,31.31,260.7,258.13,2022-11-07 21:32:23.996209
33.0,975.0,41.1,-182.75,-297.05,473.14,-0.487,-0.859,-0.413,30.63,259.75,253.52,2022-11-07 21:32:25.084480
33.0,975.0,41.1,-182.58,-297.12,473.13,-0.505,-0.914,-0.412,31.03,259.89,253.63,2022-11-07 21:32:26.169437
33.0,975.0,41.1,-182.33,-297.56,473.13,-0.489,-0.839,-0.367,31.25,260.11,253.79,2022-11-07 21:32:27.258695
33.0,974.0,41.3,-182.34,-297.93,473.13,-0.432,-0.83,-0.362,31.63,259.73,254.12,2022-11-07 21:32:28.348001
33.0,974.0,41.1,-182.14,-297.33,473.13,-0.409,-0.865,-0.352,31.6,259.39,254.34,2022-11-07 21:32:29.437309
33.0,974.0,40.9,-182.48,-297.45,473.13,-0.418,-0.802,-0.339,32.16,260.87,254.38,2022-11-07 21:32:30.522334
33.0,973.0,40.9,-182.29,-297.51,473.13,-0.416,-0.826,-0.347,31.92,262.4,254.78,2022-11-07 21:32:31.607231
33.0,973.0,41.0,-182.55,-297.55,473.14,-0.439,-0.829,-0.329,32.0,262.4,255.09,2022-11-07 21:32:32.692279
33.0,973.0,39.3,-182.51,-297.77,473.14,-0.379,-0.705,-0.367,31.48,262.13,255.63,2022-11-07 21:32:33.779897
34.0,972.0,40.9,-182.49,-297.55,473.13,-0.408,-0.751,-0.39,31.22,262.61,256.01,2022-11-07 21:32:34.867880
33.0,972.0,41.0,-182.69,-297.4,473.14,-0.383,-0.776,-0.337,31.58,263.58,255.98,2022-11-07 21:32:35.952874
33.0,971.0,41.3,-182.56,-296.37,473.13,-0.41,-0.807,-0.349,31.28,264.12,256.19,2022-11-07 21:32:37.042214
33.0,971.0,41.0,-182.48,-296.77,473.13,-0.426,-0.818,-0.328,31.52,263.52,256.36,2022-11-07 21:32:38.131462
33.0,972.0,41.3,-182.36,-296.82,473.13,-0.432,-0.835,-0.333,31.4,262.19,256.44,2022-11-07 21:32:39.220738
33.0,971.0,41.0,-182.47,-296.98,473.13,-0.382,-0.821,-0.315,31.44,261.48,256.54,2022-11-07 21:32:40.305659
33.0,971.0,41.0,-182.71,-296.99,473.14,-0.401,-0.833,-0.354,31.39,260.83,256.66,2022-11-07 21:32:41.390619
33.0,971.0,41.0,-182.68,-297.06,473.14,-0.453,-0.861,-0.4,31.34,260.64,256.66,2022-11-07 21:32:42.475665
34.0,971.0,40.9,-182.31,-297.07,473.13,-0.42,-0.814,-0.401,31.13,261.91,256.87,2022-11-07 21:32:43.564891
33.0,970.0,40.9,-182.38,-296.96,473.13,-0.41,-0.791,-0.355,31.17,261.57,256.67,2022-11-07 21:32:44.654017
33.0,970.0,40.1,-182.34,-296.61,473.13,-0.428,-0.824,-0.374,34.82,261.84,256.26,2022-11-07 21:32:45.744574
33.0,969.0,40.8,-182.03,-296.81,473.12,-0.404,-0.824,-0.358,34.47,260.61,256.43,2022-11-07 21:32:46.833787
33.0,969.0,40.9,-182.08,-297.7,473.13,-0.414,-0.825,-0.318,34.34,261.51,256.33,2022-11-07 21:32:47.918772
33.0,969.0,41.1,-182.34,-297.17,473.13,-0.408,-0.822,-0.356,34.06,262.93,256.81,2022-11-07 21:32:49.005056
33.0,968.0,40.9,-182.58,-297.05,473.13,-0.414,-0.834,-0.349,33.42,264.7,256.4,2022-11-07 21:32:50.090288
33.0,968.0,41.1,-182.51,-296.85,473.13,-0.404,-0.84,-0.39,32.92,264.5,256.59,2022-11-07 21:32:51.175379
33.0,968.0,41.0,-182.49,-296.89,473.13,-0.32,-0.849,-0.311,32.79,263.45,256.62,2022-11-07 21:32:52.260425
33.0,967.0,40.9,-182.39,-296.81,473.13,-0.386,-0.804,-0.368,32.31,262.19,256.65,2022-11-07 21:32:53.349984
33.0,967.0,40.9,-182.48,-296.7,473.13,-0.329,-0.781,-0.346,32.25,260.9,256.59,2022-11-07 21:32:54.437743
33.0,967.0,40.9,-182.52,-296.69,473.13,-0.41,-0.694,-0.354,32.11,262.17,256.92,2022-11-07 21:32:55.522818
33.0,966.0,40.9,-182.49,-296.62,473.13,-0.41,-0.776,-0.337,31.88,261.92,256.74,2022-11-07 21:32:56.610169
33.0,966.0,41.0,-182.64,-296.56,473.13,-0.425,-0.805,-0.388,31.73,262.41,256.98,2022-11-07 21:32:57.700922
33.0,966.0,41.0,-182.65,-296.54,473.13,-0.396,-0.813,-0.4,31.64,263.42,257.26,2022-11-07 21:32:58.790181
33.0,965.0,40.9,-182.54,-296.61,473.13,-0.399,-0.83,-0.386,32.27,261.9,256.79,2022-11-07 21:32:59.879440
33.0,965.0,41.0,-182.47,-297.26,473.13,-0.408,-0.9,-0.399,32.17,262.18,256.87,2022-11-07 21:33:00.970026
33.0,965.0,40.9,-182.61,-297.36,473.14,-0.431,-0.841,-0.353,32.0,263.24,257.09,2022-11-07 21:33:02.059361
33.0,964.0,40.9,-182.6,-297.33,473.14,-0.398,-0.838,-0.346,31.42,262.74,257.35,2022-11-07 21:33:03.148722
33.0,964.0,41.1,-182.2,-297.24,473.13,-0.411,-0.815,-0.347,32.1,263.27,257.47,2022-11-07 21:33:04.239285
33.0,963.0,40.9,-181.57,-296.82,473.11,-0.441,-0.788,-0.328,32.25,262.8,257.32,2022-11-07 21:33:05.328698
33.0,963.0,41.0,-181.25,-296.9,473.1,-0.411,-0.807,-0.33,31.91,262.6,257.26,2022-11-07 21:33:06.407884
33.0,963.0,40.8,-181.2,-296.66,473.1,-0.442,-0.75,-0.322,32.04,260.45,257.01,2022-11-07 21:33:07.486244
33.0,963.0,41.0,-181.14,-296.64,473.1,-0.399,-0.784,-0.322,31.8,261.42,256.91,2022-11-07 21:33:08.571296
33.0,963.0,41.1,-181.2,-296.45,473.1,-0.393,-0.811,-0.419,31.66,261.07,256.98,2022-11-07 21:33:09.657715
33.0,963.0,41.2,-181.31,-296.34,473.1,-0.394,-0.861,-0.406,31.77,261.54,256.69,2022-11-07 21:33:10.742799
33.0,962.0,41.1,-181.1,-296.18,473.1,-0.41,-0.844,-0.384,31.67,262.98,256.95,2022-11-07 21:33:11.827719
33.0,962.0,40.9,-181.07,-296.48,473.1,-0.393,-0.856,-0.361,31.02,262.84,256.82,2022-11-07 21:33:12.916843
33.0,961.0,40.9,-181.12,-296.29,473.1,-0.342,-0.843,-0.346,30.62,262.49,257.04,2022-11-07 21:33:14.006083
33.0,961.0,41.1,-181.3,-296.24,473.1,-0.384,-0.822,-0.358,30.51,261.81,257.09,2022-11-07 21:33:15.095378
33.0,961.0,40.9,-181.23,-295.73,473.1,-0.395,-0.844,-0.391,30.35,261.91,257.34,2022-11-07 21:33:16.180317
33.0,960.0,40.9,-181.48,-295.49,473.11,-0.405,-0.825,-0.346,30.89,262.76,257.36,2022-11-07 21:33:17.265494
33.0,960.0,40.9,-181.24,-295.95,473.1,-0.418,-0.86,-0.33,30.43,263.45,257.56,2022-11-07 21:33:18.351891
33.0,960.0,41.0,-181.36,-296.27,473.11,-0.392,-0.785,-0.332,30.14,263.58,257.66,2022-11-07 21:33:19.437010
33.0,959.0,40.8,-180.84,-296.42,473.09,-0.372,-0.767,-0.349,30.35,263.68,257.84,2022-11-07 21:33:20.521995
33.0,959.0,40.8,-180.92,-296.46,473.1,-0.378,-0.775,-0.366,30.47,263.41,257.68,2022-11-07 21:33:21.611419
33.0,959.0,40.9,-180.86,-296.68,473.1,-0.403,-0.828,-0.317,30.04,263.58,257.46,2022-11-07 21:33:22.700699
33.0,958.0,41.0,-181.08,-296.6,473.1,-0.329,-0.806,-0.285,29.56,261.79,257.34,2022-11-07 21:33:23.789957
33.0,958.0,40.7,-181.25,-296.63,473.1,-0.394,-0.787,-0.342,29.28,260.52,257.03,2022-11-07 21:33:24.878932
33.0,958.0,40.7,-181.32,-296.7,473.11,-0.319,-0.779,-0.314,28.96,260.5,257.23,2022-11-07 21:33:25.964067
34.0,957.0,40.2,-181.35,-296.87,473.11,-0.39,-0.754,-0.311,29.33,260.79,256.97,2022-11-07 21:33:27.050414
33.0,957.0,41.0,-181.21,-297.05,473.1,-0.377,-0.82,-0.349,29.35,261.08,257.05,2022-11-07 21:33:28.135328
33.0,957.0,40.8,-181.59,-297.24,473.11,-0.384,-0.805,-0.369,29.66,259.91,256.94,2022-11-07 21:33:29.220162
33.0,956.0,40.8,-181.68,-297.28,473.12,-0.39,-0.808,-0.36,29.53,259.02,257.06,2022-11-07 21:33:30.305094
33.0,956.0,41.1,-181.56,-297.01,473.11,-0.424,-0.811,-0.388,29.77,257.36,256.91,2022-11-07 21:33:31.394395
33.0,956.0,40.9,-181.43,-297.04,473.11,-0.398,-0.798,-0.369,29.53,257.59,256.98,2022-11-07 21:33:32.483500
33.0,956.0,40.8,-181.85,-296.89,473.12,-0.414,-0.751,-0.367,29.73,257.3,256.86,2022-11-07 21:33:33.568481
34.0,955.0,40.8,-181.49,-296.62,473.11,-0.397,-0.856,-0.404,29.51,257.79,257.09,2022-11-07 21:33:34.653390
33.0,955.0,38.6,-181.31,-296.84,473.11,-0.41,-0.839,-0.349,29.43,257.51,257.27,2022-11-07 21:33:35.739703
33.0,955.0,40.7,-181.26,-297.08,473.11,-0.41,-0.826,-0.405,29.96,257.14,257.18,2022-11-07 21:33:36.823789
33.0,954.0,40.7,-181.31,-297.15,473.11,-0.35,-0.822,-0.337,30.5,252.98,256.68,2022-11-07 21:33:37.908756
34.0,954.0,41.0,-181.33,-297.28,473.11,-0.441,-0.823,-0.392,30.35,254.75,257.13,2022-11-07 21:33:38.998084
33.0,954.0,40.7,-181.34,-296.62,473.11,-0.402,-0.82,-0.364,30.87,253.49,257.02,2022-11-07 21:33:40.087322
33.0,953.0,41.0,-181.23,-296.8,473.1,-0.395,-0.823,-0.308,30.83,253.24,257.0,2022-11-07 21:33:41.172161
33.0,953.0,41.1,-181.41,-296.71,473.11,-0.416,-0.835,-0.324,30.69,254.57,257.06,2022-11-07 21:33:42.256051
33.0,953.0,40.9,-181.46,-296.72,473.11,-0.399,-0.806,-0.374,30.61,254.99,257.26,2022-11-07 21:33:43.341025
33.0,952.0,40.8,-181.59,-296.63,473.11,-0.441,-0.797,-0.346,30.78,254.29,256.86,2022-11-07 21:33:44.431747
33.0,952.0,40.9,-181.69,-296.8,473.11,-0.407,-0.799,-0.274,30.72,254.03,256.65,2022-11-07 21:33:45.521129
33.0,952.0,41.1,-181.88,-297.06,473.12,-0.371,-0.805,-0.3,26.67,253.17,257.82,2022-11-07 21:33:46.610276
33.0,951.0,40.8,-181.31,-297.15,473.11,-0.407,-0.756,-0.381,26.57,254.59,258.08,2022-11-07 21:33:47.695216
33.0,951.0,40.9,-181.54,-297.17,473.11,-0.368,-0.774,-0.359,30.4,253.83,257.14,2022-11-07 21:33:48.780300
34.0,951.0,40.9,-181.79,-297.17,473.12,-0.395,-0.822,-0.316,30.14,253.08,257.21,2022-11-07 21:33:49.865368
33.0,951.0,41.0,-181.99,-297.17,473.12,-0.385,-0.792,-0.321,29.72,253.64,257.48,2022-11-07 21:33:50.954711
33.0,950.0,40.8,-182.0,-297.05,473.12,-0.4,-0.793,-0.339,29.88,252.98,257.36,2022-11-07 21:33:52.041141
33.0,950.0,40.2,-181.95,-297.03,473.12,-0.402,-0.815,-0.371,29.57,253.53,257.41,2022-11-07 21:33:53.127487
33.0,950.0,40.8,-181.9,-297.47,473.12,-0.418,-0.817,-0.365,29.67,253.34,257.31,2022-11-07 21:33:54.212520
33.0,950.0,40.9,-181.91,-297.28,473.12,-0.427,-0.863,-0.407,29.2,252.73,257.56,2022-11-07 21:33:55.297503
33.0,949.0,40.8,-181.75,-297.34,473.12,-0.416,-0.825,-0.373,29.22,252.77,257.61,2022-11-07 21:33:56.386880
33.0,949.0,40.9,-181.58,-297.52,473.11,-0.401,-0.804,-0.385,28.74,253.33,257.65,2022-11-07 21:33:57.476205
33.0,949.0,41.0,-181.62,-297.57,473.12,-0.403,-0.876,-0.383,28.82,252.92,257.65,2022-11-07 21:33:58.565507
33.0,948.0,40.8,-181.5,-296.77,473.11,-0.383,-0.873,-0.353,28.31,252.72,257.98,2022-11-07 21:33:59.650658
34.0,948.0,40.7,-181.63,-297.35,473.11,-0.401,-0.77,-0.344,28.86,252.92,257.67,2022-11-07 21:34:00.735761
33.0,948.0,40.7,-181.55,-297.17,473.11,-0.386,-0.814,-0.347,28.84,252.65,257.64,2022-11-07 21:34:01.820851
33.0,947.0,40.8,-180.99,-297.09,473.1,-0.372,-0.783,-0.327,29.17,253.61,257.71,2022-11-07 21:34:02.908486
33.0,947.0,40.8,-181.16,-296.9,473.1,-0.392,-0.855,-0.415,28.83,248.0,257.45,2022-11-07 21:34:03.993489
34.0,947.0,40.6,-181.47,-296.96,473.11,-0.402,-0.835,-0.365,28.46,248.37,257.63,2022-11-07 21:34:05.078693
33.0,946.0,40.9,-181.77,-296.88,473.12,-0.408,-0.795,-0.372,28.55,244.84,257.32,2022-11-07 21:34:06.163739
33.0,946.0,40.8,-181.73,-296.99,473.12,-0.388,-0.849,-0.413,28.19,244.19,257.62,2022-11-07 21:34:07.253130
33.0,946.0,40.7,-181.74,-297.08,473.12,-0.411,-0.829,-0.357,24.69,244.29,259.42,2022-11-07 21:34:08.342531
33.0,945.0,40.8,-181.92,-297.17,473.12,-0.396,-0.833,-0.373,24.73,244.13,259.19,2022-11-07 21:34:09.431972
33.0,945.0,40.9,-181.99,-297.24,473.12,-0.429,-0.809,-0.387,25.24,244.48,258.82,2022-11-07 21:34:10.521306
33.0,945.0,40.7,-181.92,-297.3,473.12,-0.374,-0.837,-0.346,25.61,246.0,258.73,2022-11-07 21:34:11.610252
33.0,944.0,40.7,-181.77,-297.93,473.12,-0.43,-0.818,-0.367,25.78,246.92,258.71,2022-11-07 21:34:12.695378
34.0,944.0,40.5,-181.92,-297.06,473.12,-0.399,-0.806,-0.384,26.41,248.71,258.29,2022-11-07 21:34:13.781875
34.0,944.0,40.6,-182.03,-296.97,473.12,-0.427,-0.873,-0.331,26.85,249.66,258.37,2022-11-07 21:34:14.860466
33.0,943.0,40.8,-181.88,-297.59,473.12,-0.406,-0.851,-0.381,26.97,249.16,258.44,2022-11-07 21:34:15.945505
33.0,943.0,41.1,-181.67,-297.04,473.11,-0.434,-0.859,-0.392,26.79,248.29,258.35,2022-11-07 21:34:17.034691
33.0,943.0,40.7,-181.74,-297.03,473.12,-0.374,-0.822,-0.31,26.93,248.44,258.3,2022-11-07 21:34:18.119698
34.0,943.0,41.5,-181.78,-297.2,473.12,-0.418,-0.835,-0.35,27.1,249.03,257.93,2022-11-07 21:34:19.205901
34.0,942.0,40.7,-181.67,-297.17,473.11,-0.415,-0.829,-0.347,27.42,247.74,257.34,2022-11-07 21:34:20.290880
33.0,942.0,40.6,-181.71,-297.15,473.12,-0.401,-0.861,-0.364,27.65,249.08,257.08,2022-11-07 21:34:21.376025
33.0,942.0,40.6,-181.79,-297.06,473.12,-0.395,-0.852,-0.34,28.26,249.51,256.23,2022-11-07 21:34:22.461093
33.0,941.0,40.8,-181.61,-297.1,473.11,-0.392,-0.813,-0.358,27.96,251.22,256.35,2022-11-07 21:34:23.550267
33.0,941.0,40.8,-181.4,-296.78,473.11,-0.328,-0.787,-0.349,28.31,253.4,256.56,2022-11-07 21:34:24.639473
33.0,941.0,40.8,-181.53,-296.85,473.11,-0.383,-0.772,-0.282,28.26,253.66,256.54,2022-11-07 21:34:25.728736
33.0,940.0,40.7,-181.75,-296.91,473.12,-0.412,-0.788,-0.334,27.98,254.8,256.85,2022-11-07 21:34:26.813441
33.0,940.0,41.1,-181.71,-297.06,473.12,-0.365,-0.751,-0.394,27.94,254.96,257.15,2022-11-07 21:34:27.898510
34.0,940.0,40.8,-181.94,-297.22,473.12,-0.324,-0.779,-0.321,27.85,257.47,256.97,2022-11-07 21:34:28.983418
33.0,939.0,40.8,-181.91,-297.09,473.12,-0.437,-0.819,-0.333,28.03,256.32,256.98,2022-11-07 21:34:30.073075
33.0,939.0,40.9,-181.83,-297.15,473.12,-0.362,-0.816,-0.352,27.84,257.84,257.18,2022-11-07 21:34:31.163780
33.0,939.0,40.5,-181.29,-297.24,473.11,-0.39,-0.876,-0.389,27.57,257.52,257.29,2022-11-07 21:34:32.253113
33.0,938.0,40.9,-181.55,-297.5,473.11,-0.392,-0.816,-0.335,27.22,257.46,257.52,2022-11-07 21:34:33.342468
33.0,938.0,40.8,-181.74,-297.52,473.12,-0.383,-0.773,-0.326,27.62,256.22,257.35,2022-11-07 21:34:34.433207
33.0,938.0,40.5,-181.81,-297.35,473.12,-0.405,-0.768,-0.382,28.21,255.4,257.28,2022-11-07 21:34:35.522518
34.0,937.0,40.8,-181.89,-297.3,473.12,-0.418,-0.814,-0.385,23.73,254.46,258.23,2022-11-07 21:34:36.612941
33.0,937.0,40.7,-181.66,-297.24,473.11,-0.383,-0.75,-0.361,23.91,255.83,258.19,2022-11-07 21:34:37.699370
33.0,937.0,40.5,-181.76,-296.95,473.12,-0.436,-0.838,-0.424,23.87,257.02,258.26,2022-11-07 21:34:38.784317
33.0,937.0,40.7,-182.01,-296.56,473.12,-0.381,-0.839,-0.358,24.05,255.46,258.1,2022-11-07 21:34:39.873509
33.0,936.0,40.7,-182.2,-296.6,473.12,-0.327,-0.796,-0.344,24.84,254.56,257.68,2022-11-07 21:34:40.962600
33.0,936.0,40.7,-182.31,-296.84,473.13,-0.365,-0.894,-0.415,24.56,254.79,257.91,2022-11-07 21:34:42.047671
33.0,936.0,40.7,-182.08,-297.1,473.12,-0.358,-0.832,-0.383,24.91,256.48,258.12,2022-11-07 21:34:43.132599
33.0,935.0,40.6,-182.06,-297.5,473.12,-0.389,-0.829,-0.373,25.67,256.84,257.86,2022-11-07 21:34:44.217631
33.0,935.0,40.6,-181.89,-297.69,473.12,-0.432,-0.851,-0.41,25.85,255.9,257.85,2022-11-07 21:34:45.306851
34.0,935.0,41.4,-181.87,-297.58,473.12,-0.441,-0.828,-0.355,26.09,256.87,258.0,2022-11-07 21:34:46.394520
33.0,934.0,40.7,-182.04,-297.45,473.12,-0.394,-0.837,-0.397,25.97,257.36,258.31,2022-11-07 21:34:47.479576
33.0,934.0,40.7,-182.08,-297.55,473.13,-0.374,-0.871,-0.412,26.06,257.21,258.07,2022-11-07 21:34:48.564564
33.0,934.0,40.7,-182.1,-297.45,473.13,-0.373,-0.782,-0.316,26.29,258.51,258.15,2022-11-07 21:34:49.649614
33.0,933.0,40.6,-182.25,-297.42,473.13,-0.316,-0.803,-0.36,26.83,258.61,257.87,2022-11-07 21:34:50.738938
34.0,933.0,40.9,-182.52,-297.3,473.13,-0.338,-0.818,-0.348,27.05,259.3,257.78,2022-11-07 21:34:51.828226
33.0,933.0,40.8,-182.44,-297.11,473.13,-0.388,-0.834,-0.33,26.65,258.52,258.06,2022-11-07 21:34:52.913313
33.0,932.0,40.6,-182.29,-297.53,473.13,-0.418,-0.792,-0.398,26.41,259.96,258.24,2022-11-07 21:34:53.998277
33.0,932.0,40.3,-182.4,-297.57,473.13,-0.323,-0.791,-0.352,26.77,259.32,257.99,2022-11-07 21:34:55.090203
33.0,932.0,40.6,-182.46,-297.46,473.13,-0.377,-0.774,-0.392,26.51,259.51,257.92,2022-11-07 21:34:56.179444
33.0,931.0,40.6,-182.52,-297.35,473.13,-0.388,-0.851,-0.341,26.68,260.5,257.82,2022-11-07 21:34:57.264580
34.0,931.0,40.6,-182.34,-297.43,473.13,-0.327,-0.817,-0.297,26.91,259.68,257.76,2022-11-07 21:34:58.351274
33.0,931.0,40.6,-182.53,-297.44,473.13,-0.391,-0.822,-0.361,26.77,258.29,257.88,2022-11-07 21:34:59.434568
33.0,931.0,40.6,-182.56,-297.34,473.13,-0.397,-0.817,-0.332,26.8,259.03,257.93,2022-11-07 21:35:00.523817
34.0,930.0,40.3,-182.44,-297.58,473.13,-0.392,-0.829,-0.378,26.92,259.32,257.73,2022-11-07 21:35:01.613125
33.0,930.0,40.5,-182.41,-297.46,473.13,-0.381,-0.862,-0.331,27.35,259.12,257.47,2022-11-07 21:35:02.702433
34.0,930.0,40.4,-182.32,-296.92,473.13,-0.369,-0.804,-0.388,27.49,260.31,257.56,2022-11-07 21:35:03.791689
33.0,929.0,40.7,-181.99,-296.96,473.12,-0.363,-0.797,-0.332,27.68,260.33,257.36,2022-11-07 21:35:04.877074
33.0,929.0,40.7,-182.37,-296.32,473.13,-0.379,-0.803,-0.356,27.86,260.09,257.34,2022-11-07 21:35:05.961689
33.0,929.0,39.7,-182.33,-296.38,473.13,-0.32,-0.846,-0.379,27.61,261.31,257.72,2022-11-07 21:35:07.046497
34.0,928.0,40.6,-182.32,-296.46,473.13,-0.396,-0.829,-0.37,27.76,261.45,257.64,2022-11-07 21:35:08.135339
33.0,928.0,40.6,-182.39,-296.51,473.13,-0.374,-0.808,-0.33,28.02,260.21,257.24,2022-11-07 21:35:09.224156
34.0,928.0,41.2,-182.66,-296.62,473.13,-0.405,-0.828,-0.415,28.1,259.11,257.06,2022-11-07 21:35:10.315740
33.0,928.0,40.5,-182.49,-296.64,473.13,-0.382,-0.79,-0.342,28.05,259.11,256.88,2022-11-07 21:35:11.400507
33.0,927.0,40.4,-182.61,-296.89,473.13,-0.4,-0.874,-0.332,27.87,258.78,256.89,2022-11-07 21:35:12.485110
33.0,927.0,40.6,-182.74,-297.03,473.14,-0.389,-0.817,-0.332,27.92,258.76,256.95,2022-11-07 21:35:13.569975
34.0,927.0,40.8,-182.89,-297.04,473.14,-0.412,-0.826,-0.321,28.19,257.92,256.93,2022-11-07 21:35:14.658756
33.0,927.0,40.6,-183.02,-297.05,473.14,-0.32,-0.804,-0.352,28.34,257.61,256.83,2022-11-07 21:35:15.746354
34.0,926.0,40.5,-183.03,-297.13,473.14,-0.432,-0.758,-0.343,28.63,258.89,257.01,2022-11-07 21:35:16.830963
33.0,926.0,40.6,-182.6,-296.84,473.13,-0.326,-0.802,-0.363,32.16,259.36,256.38,2022-11-07 21:35:17.919837
33.0,926.0,39.9,-182.7,-296.82,473.14,-0.368,-0.77,-0.32,32.33,260.4,256.31,2022-11-07 21:35:19.010056
33.0,925.0,40.7,-182.7,-296.78,473.14,-0.414,-0.84,-0.373,32.66,259.88,256.11,2022-11-07 21:35:20.098873
33.0,925.0,40.7,-182.49,-296.86,473.13,-0.392,-0.818,-0.37,32.01,260.21,256.41,2022-11-07 21:35:21.189126
34.0,925.0,40.6,-182.52,-296.74,473.13,-0.399,-0.828,-0.341,31.75,260.96,256.82,2022-11-07 21:35:22.278452
33.0,925.0,40.7,-182.7,-296.56,473.14,-0.389,-0.847,-0.395,31.4,256.95,252.13,2022-11-07 21:35:23.367785
33.0,924.0,40.7,-182.6,-296.7,473.13,-0.437,-0.804,-0.369,30.87,259.88,252.46,2022-11-07 21:35:24.452876
34.0,924.0,40.7,-182.64,-296.79,473.13,-0.391,-0.8,-0.422,30.9,260.99,252.71,2022-11-07 21:35:25.540571
33.0,924.0,40.7,-182.77,-297.09,473.14,-0.328,-0.777,-0.359,30.33,258.74,252.67,2022-11-07 21:35:26.629923
33.0,923.0,40.6,-182.97,-296.93,473.14,-0.413,-0.794,-0.363,30.51,259.25,252.75,2022-11-07 21:35:27.712954
34.0,923.0,40.6,-183.05,-296.9,473.14,-0.394,-0.746,-0.354,30.79,259.17,252.86,2022-11-07 21:35:28.793266
34.0,923.0,40.6,-183.05,-297.04,473.14,-0.418,-0.819,-0.351,30.36,260.04,253.28,2022-11-07 21:35:29.882557
33.0,922.0,40.4,-182.97,-297.12,473.14,-0.406,-0.838,-0.348,30.46,261.08,253.28,2022-11-07 21:35:30.967504
34.0,922.0,40.6,-182.84,-297.32,473.14,-0.381,-0.78,-0.348,30.43,261.06,253.48,2022-11-07 21:35:32.052455
33.0,922.0,40.6,-182.79,-297.11,473.14,-0.316,-0.856,-0.341,29.75,260.46,253.88,2022-11-07 21:35:33.136943
34.0,921.0,40.5,-183.18,-296.98,473.15,-0.396,-0.877,-0.366,29.69,262.98,254.4,2022-11-07 21:35:34.226211
33.0,921.0,40.3,-183.05,-296.75,473.14,-0.359,-0.786,-0.336,29.72,263.35,254.65,2022-11-07 21:35:35.315377
33.0,921.0,40.3,-182.96,-296.46,473.14,-0.385,-0.78,-0.427,30.09,264.73,254.95,2022-11-07 21:35:36.393837
33.0,921.0,40.5,-182.97,-296.52,473.14,-0.391,-0.799,-0.376,29.92,264.6,255.3,2022-11-07 21:35:37.478898
33.0,920.0,40.5,-183.02,-296.19,473.14,-0.416,-0.869,-0.373,30.0,263.75,255.52,2022-11-07 21:35:38.568102
33.0,920.0,41.5,-182.82,-296.13,473.14,-0.394,-0.856,-0.396,29.47,263.5,255.68,2022-11-07 21:35:39.658560
34.0,919.0,40.6,-182.51,-296.11,473.13,-0.402,-0.819,-0.359,29.62,263.57,255.81,2022-11-07 21:35:40.747670
33.0,919.0,40.5,-182.41,-296.82,473.13,-0.421,-0.752,-0.321,29.37,261.61,255.61,2022-11-07 21:35:41.832644
33.0,919.0,40.6,-182.6,-296.72,473.13,-0.355,-0.8,-0.281,28.9,259.57,255.56,2022-11-07 21:35:42.918919
34.0,919.0,40.7,-182.74,-296.48,473.14,-0.317,-0.781,-0.351,28.29,258.06,255.74,2022-11-07 21:35:44.003997
33.0,919.0,40.4,-182.63,-296.39,473.13,-0.382,-0.807,-0.369,27.89,258.56,255.92,2022-11-07 21:35:45.089060
33.0,918.0,40.6,-182.66,-296.59,473.13,-0.334,-0.763,-0.33,27.75,258.93,255.84,2022-11-07 21:35:46.174012
33.0,918.0,40.6,-182.39,-296.49,473.13,-0.35,-0.759,-0.351,27.41,258.97,256.02,2022-11-07 21:35:47.263033
33.0,918.0,40.4,-182.63,-296.37,473.13,-0.359,-0.787,-0.37,27.8,258.29,255.85,2022-11-07 21:35:48.353622
