temp,pres,hum,mag_x,mag_y,mag_z,acc_x,acc_y,acc_z,pitch,roll,yaw,datetime
32.0,1009.0,44.6,-219.51,-302.37,473.97,-0.28,-0.836,-0.409,25.75,254.74,252.68,2022-11-07 20:58:09.057974
32.0,1009.0,44.4,-219.47,-302.2,473.96,-0.279,-0.837,-0.409,25.74,254.86,252.71,2022-11-07 20:58:10.142564
32.0,1009.0,44.4,-219.74,-302.33,473.97,-0.272,-0.839,-0.408,25.85,254.83,252.78,2022-11-07 20:58:11.232700
32.0,1009.0,44.3,-219.68,-302.29,473.97,-0.272,-0.84,-0.413,25.84,254.92,252.82,2022-11-07 20:58:12.321484
32.0,1009.0,44.4,-219.45,-302.36,473.96,-0.276,-0.84,-0.414,25.94,255.07,252.88,2022-11-07 20:58:13.406067
32.0,1009.0,44.4,-219.23,-302.41,473.96,-0.273,-0.836,-0.416,25.81,255.38,252.83,2022-11-07 20:58:14.490501
32.0,1009.0,44.6,-219.31,-302.38,473.96,-0.276,-0.841,-0.413,25.9,255.35,252.84,2022-11-07 20:58:15.574168
32.0,1009.0,44.5,-219.48,-302.45,473.97,-0.28,-0.839,-0.41,25.81,255.31,252.85,2022-11-07 20:58:16.658854
32.0,1009.0,44.4,-219.5,-302.51,473.97,-0.276,-0.835,-0.412,25.68,255.43,252.92,2022-11-07 20:58:17.743340
32.0,1009.0,44.4,-219.56,-302.3,473.97,-0.276,-0.839,-0.407,25.63,255.59,253.04,2022-11-07 20:58:18.827875
32.0,1009.0,44.5,-219.43,-302.27,473.96,-0.278,-0.841,-0.411,25.65,255.88,253.13,2022-11-07 20:58:19.917136
32.0,1009.0,44.5,-219.47,-302.3,473.96,-0.28,-0.839,-0.409,25.64,255.95,253.18,2022-11-07 20:58:21.005895
32.0,1009.0,44.4,-220.07,-302.42,473.98,-0.279,-0.842,-0.405,25.7,255.9,253.19,2022-11-07 20:58:22.090357
32.0,1009.0,44.6,-219.94,-302.62,473.98,-0.273,-0.838,-0.409,25.72,255.84,253.16,2022-11-07 20:58:23.179230
32.0,1009.0,44.5,-219.71,-302.26,473.97,-0.273,-0.835,-0.412,25.63,255.76,253.13,2022-11-07 20:58:24.267983
32.0,1009.0,44.6,-219.42,-302.57,473.96,-0.276,-0.837,-0.409,25.58,255.81,253.19,2022-11-07 20:58:25.356835
32.0,1009.0,44.2,-219.32,-302.65,473.96,-0.278,-0.836,-0.411,25.58,255.81,253.22,2022-11-07 20:58:26.441309
32.0,1009.0,44.4,-219.35,-302.9,473.96,-0.277,-0.84,-0.418,25.56,255.64,253.16,2022-11-07 20:58:27.530082
32.0,1009.0,44.8,-219.54,-302.55,473.97,-0.277,-0.836,-0.416,25.57,255.78,253.06,2022-11-07 20:58:28.617332
32.0,1009.0,44.5,-219.76,-302.46,473.97,-0.275,-0.841,-0.413,25.51,255.53,253.04,2022-11-07 20:58:29.700492
32.0,1009.0,44.3,-219.73,-302.46,473.97,-0.276,-0.838,-0.412,25.47,255.58,253.15,2022-11-07 20:58:30.789913
32.0,1009.0,44.5,-219.59,-302.24,473.97,-0.277,-0.836,-0.41,25.49,255.52,253.07,2022-11-07 20:58:31.879139
32.0,1009.0,44.4,-219.52,-302.1,473.97,-0.277,-0.839,-0.413,25.46,255.51,253.19,2022-11-07 20:58:32.963958
32.0,1009.0,44.5,-219.37,-302.05,473.96,-0.273,-0.837,-0.41,25.39,255.44,253.18,2022-11-07 20:58:34.048899
32.0,1009.0,44.6,-219.41,-302.18,473.96,-0.279,-0.842,-0.405,25.29,255.22,253.16,2022-11-07 20:58:35.133873
32.0,1009.0,44.3,-219.45,-301.88,473.96,-0.273,-0.833,-0.408,25.27,255.23,253.15,2022-11-07 20:58:36.223330
32.0,1009.0,42.9,-219.53,-301.79,473.96,-0.274,-0.836,-0.414,25.44,255.27,253.07,2022-11-07 20:58:37.311257
32.0,1009.0,44.4,-219.24,-302.0,473.96,-0.277,-0.837,-0.413,25.42,255.38,252.98,2022-11-07 20:58:38.395933
32.0,1009.0,44.4,-219.4,-302.18,473.96,-0.278,-0.838,-0.408,25.46,255.44,253.13,2022-11-07 20:58:39.481228
32.0,1009.0,44.4,-219.43,-302.2,473.96,-0.281,-0.839,-0.406,25.42,255.43,253.25,2022-11-07 20:58:40.566105
32.0,1009.0,44.3,-219.17,-301.91,473.96,-0.277,-0.838,-0.41,25.47,255.5,253.41,2022-11-07 20:58:41.655454
32.0,1009.0,44.4,-219.2,-302.01,473.96,-0.275,-0.841,-0.412,25.46,255.59,253.54,2022-11-07 20:58:42.744741
32.0,1009.0,44.4,-219.83,-302.19,473.97,-0.276,-0.836,-0.409,25.48,255.5,253.49,2022-11-07 20:58:43.833932
32.0,1009.0,44.4,-219.56,-302.17,473.97,-0.275,-0.84,-0.409,25.51,255.52,253.55,2022-11-07 20:58:44.904190
32.0,1009.0,44.4,-219.55,-302.29,473.97,-0.273,-0.836,-0.41,25.52,255.59,253.48,2022-11-07 20:58:45.989263
32.0,1009.0,44.3,-219.27,-302.32,473.96,-0.275,-0.837,-0.414,25.52,255.56,253.59,2022-11-07 20:58:47.077731
32.0,1009.0,44.2,-219.16,-302.27,473.96,-0.278,-0.843,-0.408,25.46,255.48,253.58,2022-11-07 20:58:48.162539
32.0,1009.0,44.5,-219.34,-302.04,473.96,-0.275,-0.838,-0.411,25.36,255.49,253.63,2022-11-07 20:58:49.251581
32.0,1009.0,44.5,-219.2,-302.1,473.96,-0.275,-0.836,-0.413,25.34,255.64,253.62,2022-11-07 20:58:50.340806
32.0,1009.0,44.6,-219.29,-302.19,473.96,-0.279,-0.841,-0.415,25.44,255.69,253.51,2022-11-07 20:58:51.431392
32.0,1009.0,44.4,-219.3,-302.22,473.96,-0.275,-0.837,-0.41,25.41,255.8,253.52,2022-11-07 20:58:52.520640
32.0,1009.0,44.4,-219.25,-302.17,473.96,-0.279,-0.834,-0.411,25.34,255.9,253.48,2022-11-07 20:58:53.609891
32.0,1009.0,44.6,-219.07,-302.03,473.96,-0.275,-0.84,-0.409,25.31,255.75,253.52,2022-11-07 20:58:54.700296
32.0,1009.0,44.3,-219.03,-302.21,473.95,-0.276,-0.837,-0.411,25.26,255.66,253.48,2022-11-07 20:58:55.789453
32.0,1009.0,44.1,-219.18,-302.26,473.96,-0.274,-0.841,-0.411,25.32,255.62,253.34,2022-11-07 20:58:56.878534
32.0,1009.0,44.7,-219.17,-302.47,473.96,-0.274,-0.841,-0.413,25.29,255.6,253.4,2022-11-07 20:58:57.969063
32.0,1009.0,44.4,-219.18,-302.43,473.96,-0.279,-0.839,-0.408,25.29,255.56,253.44,2022-11-07 20:58:59.058285
32.0,1009.0,44.3,-219.4,-302.25,473.96,-0.276,-0.838,-0.412,25.29,255.51,253.42,2022-11-07 20:59:00.143403
32.0,1009.0,44.5,-219.39,-302.14,473.96,-0.274,-0.84,-0.41,25.28,255.56,253.41,2022-11-07 20:59:01.231034
32.0,1009.0,44.5,-219.37,-302.15,473.96,-0.276,-0.838,-0.411,25.25,255.58,253.43,2022-11-07 20:59:02.320285
32.0,1009.0,44.3,-219.31,-302.2,473.96,-0.277,-0.843,-0.416,25.19,255.67,253.41,2022-11-07 20:59:03.409470
32.0,1009.0,44.3,-219.13,-302.34,473.96,-0.277,-0.841,-0.413,25.2,255.65,253.52,2022-11-07 20:59:04.494643
32.0,1009.0,44.3,-219.24,-302.22,473.96,-0.277,-0.838,-0.411,25.26,255.58,253.51,2022-11-07 20:59:05.579735
32.0,1009.0,44.4,-219.15,-302.19,473.96,-0.273,-0.839,-0.414,25.13,255.61,253.57,2022-11-07 20:59:06.664843
32.0,1009.0,44.3,-218.91,-302.19,473.95,-0.276,-0.841,-0.417,25.07,255.53,253.49,2022-11-07 20:59:07.754190
32.0,1009.0,44.6,-218.94,-302.38,473.95,-0.275,-0.838,-0.41,25.02,255.42,253.44,2022-11-07 20:59:08.843386
32.0,1009.0,46.5,-218.88,-302.43,473.95,-0.273,-0.838,-0.409,25.06,255.33,253.47,2022-11-07 20:59:09.930341
32.0,1009.0,44.4,-218.9,-302.26,473.95,-0.276,-0.839,-0.414,25.04,255.31,253.44,2022-11-07 20:59:11.015033
32.0,1009.0,44.4,-218.83,-302.39,473.95,-0.276,-0.837,-0.412,25.02,255.31,253.37,2022-11-07 20:59:12.103668
32.0,1009.0,44.3,-218.83,-302.4,473.95,-0.28,-0.839,-0.415,25.01,255.38,253.34,2022-11-07 20:59:13.188208
32.0,1009.0,44.5,-218.81,-302.32,473.95,-0.275,-0.84,-0.415,25.05,255.3,253.25,2022-11-07 20:59:14.274196
32.0,1009.0,44.4,-218.78,-302.35,473.95,-0.275,-0.836,-0.416,25.12,255.41,253.14,2022-11-07 20:59:15.359543
32.0,1009.0,44.4,-218.8,-302.38,473.95,-0.28,-0.842,-0.413,25.2,255.51,253.16,2022-11-07 20:59:16.444566
32.0,1009.0,44.4,-218.84,-302.28,473.95,-0.277,-0.838,-0.413,25.17,255.54,253.12,2022-11-07 20:59:17.529533
32.0,1009.0,44.4,-219.0,-302.78,473.96,-0.278,-0.838,-0.41,25.24,255.53,253.19,2022-11-07 20:59:18.616019
32.0,1009.0,44.2,-218.94,-302.5,473.95,-0.278,-0.841,-0.411,25.19,255.5,253.23,2022-11-07 20:59:19.701131
32.0,1009.0,44.2,-219.15,-302.53,473.96,-0.277,-0.836,-0.408,25.22,255.55,253.29,2022-11-07 20:59:20.790420
32.0,1009.0,44.1,-219.37,-302.33,473.96,-0.277,-0.836,-0.414,25.23,255.62,253.25,2022-11-07 20:59:21.866035
32.0,1009.0,44.1,-219.4,-302.36,473.96,-0.277,-0.837,-0.411,25.2,255.5,253.24,2022-11-07 20:59:22.951148
32.0,1009.0,44.2,-219.42,-302.15,473.96,-0.278,-0.842,-0.407,25.06,255.39,253.32,2022-11-07 20:59:24.041851
32.0,1009.0,44.3,-219.38,-302.25,473.96,-0.274,-0.839,-0.412,25.06,255.01,253.22,2022-11-07 20:59:25.131208
32.0,1009.0,44.1,-219.1,-302.04,473.96,-0.277,-0.839,-0.417,25.17,255.2,253.2,2022-11-07 20:59:26.216323
32.0,1009.0,44.1,-219.3,-302.12,473.96,-0.279,-0.839,-0.41,25.09,255.17,253.15,2022-11-07 20:59:27.301549
32.0,1009.0,44.4,-218.73,-302.12,473.95,-0.28,-0.838,-0.409,25.12,255.21,253.23,2022-11-07 20:59:28.386797
32.0,1009.0,44.4,-218.87,-302.41,473.95,-0.279,-0.836,-0.413,25.12,255.2,253.28,2022-11-07 20:59:29.471920
32.0,1009.0,44.4,-219.22,-302.48,473.96,-0.275,-0.836,-0.411,25.21,255.18,253.12,2022-11-07 20:59:30.557093
32.0,1009.0,44.2,-219.33,-302.31,473.96,-0.278,-0.839,-0.41,25.28,255.22,253.14,2022-11-07 20:59:31.644969
32.0,1009.0,43.7,-219.24,-302.26,473.96,-0.276,-0.839,-0.413,25.25,255.09,253.14,2022-11-07 20:59:32.732869
32.0,1009.0,44.4,-219.32,-301.99,473.96,-0.276,-0.838,-0.411,25.32,255.24,253.15,2022-11-07 20:59:33.817903
32.0,1009.0,44.2,-219.33,-301.84,473.96,-0.277,-0.836,-0.41,25.33,255.23,253.07,2022-11-07 20:59:34.907318
32.0,1009.0,44.5,-219.42,-301.98,473.96,-0.275,-0.835,-0.415,25.2,255.38,253.2,2022-11-07 20:59:35.996704
32.0,1009.0,44.6,-219.03,-302.22,473.95,-0.279,-0.838,-0.41,25.17,255.41,253.23,2022-11-07 20:59:37.086200
32.0,1009.0,44.1,-219.31,-302.1,473.96,-0.278,-0.838,-0.411,25.19,255.4,253.17,2022-11-07 20:59:38.175536
32.0,1009.0,44.2,-219.27,-302.25,473.96,-0.279,-0.839,-0.414,25.15,255.44,253.11,2022-11-07 20:59:39.260761
32.0,1009.0,44.2,-219.03,-302.02,473.95,-0.274,-0.838,-0.413,25.09,255.38,253.07,2022-11-07 20:59:40.335344
32.0,1009.0,43.9,-218.91,-302.08,473.95,-0.276,-0.837,-0.412,25.07,255.46,253.07,2022-11-07 20:59:41.423153
32.0,1009.0,44.0,-219.04,-302.27,473.96,-0.279,-0.84,-0.41,25.09,255.49,253.07,2022-11-07 20:59:42.508274
32.0,1009.0,44.2,-218.93,-302.12,473.95,-0.273,-0.838,-0.414,24.95,255.46,253.14,2022-11-07 20:59:43.593345
32.0,1009.0,44.2,-218.99,-302.23,473.95,-0.276,-0.836,-0.414,25.02,255.57,253.22,2022-11-07 20:59:44.682743
32.0,1009.0,44.3,-218.84,-302.32,473.95,-0.276,-0.84,-0.41,25.0,255.54,253.27,2022-11-07 20:59:45.771924
32.0,1009.0,44.4,-218.79,-302.06,473.95,-0.278,-0.84,-0.411,25.03,255.49,253.28,2022-11-07 20:59:46.861125
32.0,1009.0,44.2,-218.84,-302.14,473.95,-0.28,-0.841,-0.402,24.97,255.36,253.21,2022-11-07 20:59:47.950496
32.0,1009.0,44.4,-218.94,-302.27,473.95,-0.276,-0.839,-0.414,24.94,255.37,253.23,2022-11-07 20:59:49.035662
32.0,1009.0,44.2,-218.89,-302.09,473.95,-0.275,-0.839,-0.41,25.04,255.25,253.21,2022-11-07 20:59:50.120775
32.0,1009.0,44.2,-218.9,-302.27,473.95,-0.279,-0.838,-0.41,25.09,255.31,253.24,2022-11-07 20:59:51.205844
32.0,1009.0,44.1,-218.83,-302.12,473.95,-0.276,-0.837,-0.411,25.13,255.27,253.16,2022-11-07 20:59:52.294788
32.0,1009.0,44.3,-219.0,-302.12,473.95,-0.277,-0.839,-0.413,25.09,255.09,253.13,2022-11-07 20:59:53.381443
32.0,1009.0,44.1,-218.83,-302.37,473.95,-0.276,-0.84,-0.413,25.19,254.97,253.34,2022-11-07 20:59:54.465624
32.0,1009.0,43.9,-218.67,-302.12,473.95,-0.273,-0.84,-0.414,25.05,255.03,253.21,2022-11-07 20:59:55.554135
32.0,1009.0,44.2,-218.99,-302.15,473.95,-0.27,-0.841,-0.415,24.94,254.92,253.16,2022-11-07 20:59:56.639192
32.0,1009.0,44.1,-219.23,-302.25,473.96,-0.274,-0.839,-0.409,24.89,255.01,253.11,2022-11-07 20:59:57.724197
32.0,1009.0,44.2,-219.06,-302.32,473.96,-0.275,-0.841,-0.407,24.86,255.03,253.04,2022-11-07 20:59:58.809553
32.0,1009.0,44.1,-219.18,-302.13,473.96,-0.274,-0.838,-0.409,24.82,255.14,253.1,2022-11-07 20:59:59.898957
32.0,1009.0,43.9,-219.14,-302.17,473.96,-0.273,-0.84,-0.413,24.8,255.12,253.05,2022-11-07 21:00:00.988276
32.0,1009.0,41.4,-219.05,-301.98,473.95,-0.277,-0.842,-0.41,24.79,255.18,253.0,2022-11-07 21:00:02.075996
32.0,1009.0,44.2,-218.89,-302.15,473.95,-0.279,-0.834,-0.409,24.93,255.35,252.98,2022-11-07 21:00:03.161030
32.0,1009.0,44.0,-218.85,-302.47,473.95,-0.277,-0.84,-0.411,24.85,255.41,252.91,2022-11-07 21:00:04.246231
32.0,1009.0,44.0,-218.82,-302.45,473.95,-0.278,-0.839,-0.412,24.92,255.52,252.87,2022-11-07 21:00:05.330025
32.0,1009.0,44.2,-218.76,-302.52,473.95,-0.273,-0.834,-0.403,25.01,255.66,252.82,2022-11-07 21:00:06.411732
32.0,1009.0,46.1,-218.81,-302.41,473.95,-0.278,-0.839,-0.406,25.02,255.61,252.81,2022-11-07 21:00:07.499160
32.0,1009.0,44.0,-218.87,-302.66,473.95,-0.275,-0.838,-0.41,24.98,255.56,252.77,2022-11-07 21:00:08.583859
32.0,1009.0,44.2,-219.05,-302.67,473.96,-0.278,-0.841,-0.414,24.97,255.58,252.86,2022-11-07 21:00:09.672683
32.0,1009.0,44.1,-219.13,-302.5,473.96,-0.282,-0.841,-0.406,24.99,255.32,252.8,2022-11-07 21:00:10.761523
32.0,1009.0,44.1,-219.05,-302.21,473.96,-0.274,-0.841,-0.409,25.08,255.32,252.79,2022-11-07 21:00:11.846192
32.0,1009.0,44.0,-219.22,-302.57,473.96,-0.278,-0.839,-0.413,25.04,255.42,252.91,2022-11-07 21:00:12.935092
32.0,1009.0,44.1,-219.31,-302.17,473.96,-0.276,-0.837,-0.408,24.94,255.34,252.9,2022-11-07 21:00:14.023936
32.0,1009.0,44.2,-219.08,-302.01,473.96,-0.276,-0.839,-0.41,24.95,255.21,252.8,2022-11-07 21:00:15.112744
32.0,1009.0,44.3,-219.08,-302.14,473.96,-0.278,-0.838,-0.411,25.01,255.2,252.8,2022-11-07 21:00:16.197300
32.0,1009.0,44.2,-219.28,-302.09,473.96,-0.27,-0.837,-0.411,25.06,255.25,252.84,2022-11-07 21:00:17.286200
32.0,1009.0,44.2,-219.18,-302.03,473.96,-0.278,-0.838,-0.415,25.01,255.36,252.8,2022-11-07 21:00:18.374879
32.0,1009.0,43.8,-219.11,-301.99,473.96,-0.276,-0.834,-0.41,24.99,255.52,252.89,2022-11-07 21:00:19.464837
32.0,1009.0,44.2,-219.41,-302.29,473.96,-0.278,-0.841,-0.409,24.94,255.51,252.93,2022-11-07 21:00:20.553755
32.0,1009.0,44.0,-219.47,-302.64,473.97,-0.275,-0.839,-0.414,24.89,255.47,253.01,2022-11-07 21:00:21.638438
32.0,1009.0,44.0,-219.66,-302.34,473.97,-0.281,-0.836,-0.396,24.88,255.3,252.98,2022-11-07 21:00:22.724405
32.0,1009.0,44.1,-219.67,-302.27,473.97,-0.275,-0.845,-0.414,24.75,255.08,252.88,2022-11-07 21:00:23.808364
32.0,1009.0,44.1,-219.53,-302.34,473.97,-0.273,-0.836,-0.416,24.88,255.07,252.85,2022-11-07 21:00:24.897410
32.0,1009.0,43.9,-219.5,-302.16,473.97,-0.276,-0.837,-0.413,24.82,255.07,252.95,2022-11-07 21:00:25.986287
32.0,1009.0,43.9,-219.58,-302.27,473.97,-0.273,-0.836,-0.415,24.77,255.26,253.14,2022-11-07 21:00:27.070873
32.0,1009.0,44.8,-219.74,-302.34,473.97,-0.274,-0.839,-0.411,24.71,255.34,253.03,2022-11-07 21:00:28.159590
32.0,1009.0,44.3,-219.72,-302.43,473.97,-0.275,-0.84,-0.411,24.77,255.28,253.11,2022-11-07 21:00:29.248442
32.0,1009.0,44.2,-219.79,-302.38,473.97,-0.278,-0.84,-0.412,24.78,255.35,253.08,2022-11-07 21:00:30.337354
32.0,1009.0,44.1,-219.75,-302.37,473.97,-0.276,-0.843,-0.415,24.64,255.04,252.87,2022-11-07 21:00:31.427479
32.0,1009.0,44.2,-219.43,-302.45,473.96,-0.273,-0.843,-0.409,24.58,254.94,252.81,2022-11-07 21:00:32.511934
32.0,1009.0,44.0,-219.41,-302.38,473.96,-0.275,-0.837,-0.409,24.55,254.75,252.81,2022-11-07 21:00:33.597208
32.0,1009.0,44.1,-219.48,-302.55,473.97,-0.277,-0.836,-0.419,24.71,254.97,252.67,2022-11-07 21:00:34.681865
32.0,1009.0,44.2,-219.44,-302.22,473.96,-0.274,-0.834,-0.425,24.67,255.35,252.81,2022-11-07 21:00:35.770714
32.0,1009.0,44.3,-219.44,-302.22,473.96,-0.273,-0.841,-0.416,24.7,255.51,252.83,2022-11-07 21:00:36.859585
32.0,1009.0,44.2,-219.6,-301.83,473.97,-0.279,-0.841,-0.409,24.63,255.53,252.81,2022-11-07 21:00:37.944149
32.0,1009.0,44.1,-219.65,-302.11,473.97,-0.277,-0.84,-0.416,24.55,255.38,252.74,2022-11-07 21:00:39.032490
32.0,1009.0,44.1,-219.44,-302.36,473.96,-0.28,-0.841,-0.409,24.59,255.28,252.77,2022-11-07 21:00:40.121275
32.0,1009.0,44.1,-220.03,-302.24,473.98,-0.277,-0.838,-0.41,24.68,255.14,252.88,2022-11-07 21:00:41.210060
32.0,1009.0,44.1,-219.8,-302.29,473.97,-0.278,-0.838,-0.409,24.68,255.25,253.05,2022-11-07 21:00:42.294746
32.0,1009.0,43.7,-219.43,-302.44,473.96,-0.275,-0.834,-0.411,24.77,255.28,253.08,2022-11-07 21:00:43.381873
32.0,1009.0,44.0,-219.47,-302.42,473.97,-0.278,-0.845,-0.405,24.71,255.11,253.13,2022-11-07 21:00:44.466613
32.0,1009.0,44.0,-219.38,-302.42,473.96,-0.274,-0.839,-0.411,24.73,255.02,253.08,2022-11-07 21:00:45.551412
32.0,1009.0,43.9,-219.19,-302.54,473.96,-0.275,-0.834,-0.412,24.8,255.06,253.02,2022-11-07 21:00:46.636114
32.0,1009.0,44.1,-219.05,-302.42,473.96,-0.278,-0.832,-0.412,24.93,255.31,253.05,2022-11-07 21:00:47.725638
32.0,1009.0,44.0,-219.08,-302.29,473.96,-0.275,-0.836,-0.415,24.92,255.44,253.0,2022-11-07 21:00:48.814572
32.0,1009.0,44.2,-219.41,-302.19,473.96,-0.278,-0.834,-0.413,24.9,255.52,253.04,2022-11-07 21:00:49.899365
32.0,1009.0,44.0,-219.37,-302.38,473.96,-0.277,-0.843,-0.413,24.93,255.64,252.97,2022-11-07 21:00:50.965464
32.0,1009.0,44.1,-219.23,-302.2,473.96,-0.281,-0.84,-0.409,24.9,255.72,252.96,2022-11-07 21:00:52.049039
32.0,1009.0,44.0,-219.4,-302.11,473.96,-0.275,-0.838,-0.415,24.91,255.86,253.03,2022-11-07 21:00:53.133606
32.0,1009.0,44.2,-219.37,-302.29,473.96,-0.276,-0.84,-0.414,24.92,255.79,253.04,2022-11-07 21:00:54.222423
32.0,1009.0,44.1,-219.47,-302.17,473.96,-0.274,-0.834,-0.416,25.0,255.74,253.0,2022-11-07 21:00:55.306194
32.0,1009.0,44.3,-219.59,-302.3,473.97,-0.28,-0.844,-0.416,24.99,255.54,252.98,2022-11-07 21:00:56.395271
32.0,1009.0,44.1,-219.65,-302.45,473.97,-0.275,-0.838,-0.411,24.97,255.66,253.08,2022-11-07 21:00:57.484151
32.0,1009.0,44.2,-219.3,-302.3,473.96,-0.273,-0.843,-0.416,24.84,255.6,253.08,2022-11-07 21:00:58.573148
32.0,1009.0,43.8,-219.27,-302.35,473.96,-0.274,-0.841,-0.413,24.72,255.56,253.13,2022-11-07 21:00:59.662106
32.0,1009.0,44.0,-219.33,-302.32,473.96,-0.274,-0.835,-0.409,24.7,255.53,253.11,2022-11-07 21:01:00.746710
32.0,1009.0,44.0,-219.17,-302.19,473.96,-0.275,-0.84,-0.413,24.73,255.38,253.14,2022-11-07 21:01:01.835692
32.0,1009.0,44.1,-219.16,-302.31,473.96,-0.274,-0.843,-0.413,24.75,255.48,253.11,2022-11-07 21:01:02.924592
32.0,1009.0,44.0,-219.16,-302.14,473.96,-0.275,-0.838,-0.412,24.69,255.44,253.08,2022-11-07 21:01:04.010355
32.0,1009.0,43.9,-219.29,-301.9,473.96,-0.277,-0.843,-0.41,24.64,255.48,253.09,2022-11-07 21:01:05.094536
32.0,1009.0,44.1,-219.21,-302.02,473.96,-0.278,-0.84,-0.413,24.64,255.5,253.18,2022-11-07 21:01:06.178742
32.0,1009.0,44.1,-219.08,-302.16,473.96,-0.279,-0.839,-0.403,24.57,255.43,253.3,2022-11-07 21:01:07.267586
32.0,1009.0,44.0,-218.89,-302.14,473.95,-0.275,-0.838,-0.411,24.65,255.34,253.19,2022-11-07 21:01:08.357177
32.0,1009.0,44.2,-218.93,-302.01,473.95,-0.274,-0.838,-0.416,24.66,255.3,253.19,2022-11-07 21:01:09.446209
32.0,1009.0,44.0,-218.84,-301.82,473.95,-0.277,-0.838,-0.417,24.67,255.34,253.23,2022-11-07 21:01:10.531160
32.0,1009.0,44.1,-219.16,-301.88,473.96,-0.274,-0.837,-0.413,24.73,255.38,253.29,2022-11-07 21:01:11.616206
32.0,1009.0,44.3,-219.03,-302.24,473.95,-0.272,-0.835,-0.416,24.83,255.24,253.21,2022-11-07 21:01:12.701452
32.0,1009.0,43.9,-218.98,-302.25,473.95,-0.278,-0.838,-0.411,24.94,255.2,253.24,2022-11-07 21:01:13.786610
32.0,1009.0,44.2,-218.95,-302.04,473.95,-0.275,-0.839,-0.407,24.88,255.25,253.32,2022-11-07 21:01:14.873045
32.0,1009.0,44.2,-219.06,-302.1,473.96,-0.273,-0.838,-0.413,24.82,255.26,253.37,2022-11-07 21:01:15.957981
32.0,1009.0,44.0,-219.46,-301.92,473.96,-0.28,-0.842,-0.409,24.79,255.41,253.46,2022-11-07 21:01:17.043056
32.0,1009.0,44.1,-219.32,-301.83,473.96,-0.275,-0.839,-0.413,24.85,255.27,253.45,2022-11-07 21:01:18.132389
32.0,1009.0,43.9,-219.3,-301.97,473.96,-0.278,-0.836,-0.415,24.84,255.29,253.49,2022-11-07 21:01:19.221663
32.0,1009.0,44.0,-219.23,-301.85,473.96,-0.277,-0.839,-0.413,24.81,255.33,253.51,2022-11-07 21:01:20.310791
32.0,1009.0,44.2,-219.16,-301.79,473.96,-0.277,-0.838,-0.416,24.69,255.26,253.53,2022-11-07 21:01:21.396241
32.0,1009.0,44.1,-219.1,-301.81,473.96,-0.277,-0.836,-0.409,24.7,255.2,253.56,2022-11-07 21:01:22.481090
32.0,1009.0,44.2,-218.93,-301.85,473.95,-0.276,-0.838,-0.413,24.63,255.23,253.69,2022-11-07 21:01:23.572953
32.0,1009.0,44.1,-218.8,-301.8,473.95,-0.27,-0.838,-0.413,24.54,255.23,253.7,2022-11-07 21:01:24.662148
32.0,1009.0,43.9,-219.12,-301.76,473.96,-0.276,-0.842,-0.408,24.54,255.25,253.7,2022-11-07 21:01:25.747107
32.0,1009.0,44.0,-219.27,-301.7,473.96,-0.277,-0.838,-0.413,24.52,255.38,253.7,2022-11-07 21:01:26.833438
32.0,1009.0,43.9,-219.5,-302.06,473.96,-0.274,-0.838,-0.413,24.56,255.47,253.57,2022-11-07 21:01:27.918455
32.0,1009.0,43.9,-219.35,-301.94,473.96,-0.276,-0.839,-0.413,24.51,255.28,253.37,2022-11-07 21:01:29.003586
32.0,1009.0,44.0,-219.19,-302.24,473.96,-0.28,-0.844,-0.409,24.46,255.2,253.35,2022-11-07 21:01:30.088724
32.0,1009.0,43.9,-219.36,-302.2,473.96,-0.274,-0.841,-0.414,24.44,255.39,253.37,2022-11-07 21:01:31.177945
32.0,1009.0,43.7,-219.24,-302.06,473.96,-0.288,-0.842,-0.411,24.43,255.35,253.22,2022-11-07 21:01:32.268790
32.0,1009.0,43.7,-219.27,-302.12,473.96,-0.276,-0.837,-0.411,24.33,255.28,253.24,2022-11-07 21:01:33.353840
32.0,1009.0,44.0,-219.16,-301.9,473.96,-0.277,-0.839,-0.415,24.39,255.46,253.3,2022-11-07 21:01:34.438975
32.0,1009.0,44.0,-219.2,-302.13,473.96,-0.276,-0.839,-0.41,24.41,255.53,253.3,2022-11-07 21:01:35.524902
32.0,1009.0,43.8,-219.1,-302.27,473.96,-0.275,-0.841,-0.412,24.51,255.47,253.34,2022-11-07 21:01:36.609610
32.0,1009.0,43.9,-218.97,-302.27,473.95,-0.268,-0.839,-0.414,24.53,255.26,253.25,2022-11-07 21:01:37.698575
32.0,1009.0,44.1,-218.96,-302.11,473.95,-0.278,-0.837,-0.413,24.43,255.2,253.23,2022-11-07 21:01:38.783172
32.0,1009.0,44.0,-218.97,-301.9,473.95,-0.273,-0.838,-0.417,24.59,255.24,253.22,2022-11-07 21:01:39.867922
32.0,1009.0,43.1,-218.89,-301.96,473.95,-0.275,-0.835,-0.413,24.6,255.41,253.15,2022-11-07 21:01:40.954125
32.0,1009.0,44.0,-218.81,-302.21,473.95,-0.272,-0.834,-0.406,24.53,255.47,253.05,2022-11-07 21:01:42.038925
32.0,1009.0,43.6,-218.88,-302.04,473.95,-0.277,-0.838,-0.41,24.51,255.4,253.17,2022-11-07 21:01:43.122612
32.0,1009.0,43.8,-218.73,-302.12,473.95,-0.277,-0.838,-0.414,24.54,255.39,253.13,2022-11-07 21:01:44.207227
